"";"baseMean";"log2FoldChange";"lfcSE";"stat";"pvalue";"padj";"qvalue";"log10P"
"RNU6-1207P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1208P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-120P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1210P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1211P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1212P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1213P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1214P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1215P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1218P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1219P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-121P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1220P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1224P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1225P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1226P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1227P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1228P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1229P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1230P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1232P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1239P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-123P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1240P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1241P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1244P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1245P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1247P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1248P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1249P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1250P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1252P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1254P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1255P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1256P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1257P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1258P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1260P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1261P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1264P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1265P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1266P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1269P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1270P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1271P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1273P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1274P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1275P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1276P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1277P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1279P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-127P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1281P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1282P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1283P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1286P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1287P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1288P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1289P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-128P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1290P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1291P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1296P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1298P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-129P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1303P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1305P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1306P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1307P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1308P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1309P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1311P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1312P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1313P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1314P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1316P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1319P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-131P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1320P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1321P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1323P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1324P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1325P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1326P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1328P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1329P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1330P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1332P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1333P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1334P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1335P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1336P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1337P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1338P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1339P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-133P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-1340P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-135P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-138P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-139P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-140P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-141P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-143P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-144P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-145P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-146P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-147P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-148P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-14P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-150P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-153P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-154P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-155P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-156P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-157P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-158P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-159P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-160P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-161P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-162P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-163P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-164P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-165P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-166P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-167P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-168P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-169P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-170P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-171P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-173P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-174P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-175P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-177P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-178P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-179P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-17P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-180P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-183P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-185P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-187P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-188P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-189P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-191P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-192P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-193P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-197P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-198P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-200P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-201P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-202P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-203P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-205P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-206P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-207P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-209P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-20P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-211P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-212P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-214P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-215P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-217P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-219P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-21P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-220P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-221P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-224P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-226P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-227P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-228P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-229P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-22P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-231P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-232P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-235P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-236P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-237P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-239P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-240P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-242P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-243P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-244P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-245P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-246P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-248P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-24P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-250P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-251P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-252P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-253P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-254P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-255P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-256P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-257P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-258P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-259P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-260P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-261P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-263P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-264P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-266P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-269P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-270P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-271P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-272P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-273P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-274P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-275P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-276P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-277P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-278P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-279P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-27P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-280P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-281P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-283P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-284P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-285P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-286P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-287P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-288P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-289P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-290P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-291P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-293P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-294P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-295P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-296P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-297P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-299P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-29P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-300P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-302P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-303P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-307P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-309P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-310P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-311P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-314P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-317P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-318P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-320P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-321P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-324P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-325P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-326P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-327P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-329P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-330P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-332P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-333P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-334P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-335P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-336P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-337P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-339P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-340P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-341P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-342P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-344P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-345P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-346P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-347P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-348P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-349P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-351P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-352P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-356P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-358P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-359P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-360P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-361P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-362P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-363P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-364P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-365P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-366P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-367P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-369P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-36P";7,96;-1,96;3,37;-0,582;NA;NA;NA;NA
"RNU6-371P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-373P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-374P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-375P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-376P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-378P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-380P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-381P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-382P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-383P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-384P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-386P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-389P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-38P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-390P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-391P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-392P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-393P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-394P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-395P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-397P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-398P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-399P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-400P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-401P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-402P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-403P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-405P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-406P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-408P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-409P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-40P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-410P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-411P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-412P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-413P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-414P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-416P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-417P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-419P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-41P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-420P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-421P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-424P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-425P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-426P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-428P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-429P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-42P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-432P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-434P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-435P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-436P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-438P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-439P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-43P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-440P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-441P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-442P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-445P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-448P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-449P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-44P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-450P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-452P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-455P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-456P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-457P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-458P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-461P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-462P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-463P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-464P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-465P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-467P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-46P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-470P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-471P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-472P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-473P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-474P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-475P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-477P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-478P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-47P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-480P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-486P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-488P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-491P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-492P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-494P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-496P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-498P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-499P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-49P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-500P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-501P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-502P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-503P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-504P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-505P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-506P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-507P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-508P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-509P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-512P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-513P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-517P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-518P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-520P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-521P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-523P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-524P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-525P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-526P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-527P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-528P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-530P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-532P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-533P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-535P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-536P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-537P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-53P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-541P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-542P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-543P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-544P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-545P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-546P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-54P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-550P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-551P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-552P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-554P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-555P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-556P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-557P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-559P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-55P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-560P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-561P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-563P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-565P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-566P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-567P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-56P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-570P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-572P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-573P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-576P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-577P";0;NA;NA;NA;NA;NA;NA;NA
"RNU6-578P";0;NA;NA;NA;NA;NA;NA;NA
